"participant_id","study","trial","search_step","search_target","search_option","chose_option","total_reveals_in_trial","search_cost_eur"
"study2_211","study2",11,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_211","study2",12,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_211","study2",13,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_211","study2",14,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_211","study2",15,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_211","study2",16,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_211","study2",17,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_211","study2",18,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_211","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_211","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_211","study2",21,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_211","study2",22,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_211","study2",23,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_211","study2",24,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_212","study2",1,1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_212","study2",2,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_212","study2",3,1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_212","study2",4,1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_212","study2",5,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_212","study2",6,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_212","study2",7,1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_212","study2",8,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_212","study2",9,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_212","study2",10,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_212","study2",11,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_212","study2",12,1,"other","higher_own_payoff","lower_own_payoff",2,10
"study2_212","study2",13,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_212","study2",14,1,"other","higher_own_payoff","lower_own_payoff",2,10
"study2_212","study2",15,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_212","study2",16,1,"other","higher_own_payoff","lower_own_payoff",2,10
"study2_212","study2",17,1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_212","study2",18,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_212","study2",19,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_212","study2",20,1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_212","study2",21,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_212","study2",22,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_212","study2",23,1,"other","higher_own_payoff","higher_own_payoff",2,10
"study2_212","study2",24,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_213","study2",1,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_213","study2",2,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_213","study2",3,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_213","study2",4,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_213","study2",5,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_213","study2",6,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_213","study2",7,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_213","study2",8,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_213","study2",9,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_213","study2",10,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_213","study2",11,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_213","study2",12,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_213","study2",13,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_213","study2",14,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_213","study2",15,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_213","study2",16,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_213","study2",17,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_213","study2",18,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_213","study2",19,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_213","study2",20,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_213","study2",21,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_213","study2",22,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_213","study2",23,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_213","study2",24,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_214","study2",1,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",2,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",3,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",4,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",5,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",6,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",7,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",8,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",9,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",10,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",11,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",12,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",13,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",14,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",16,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",17,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",18,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",21,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",22,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",23,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_214","study2",24,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",1,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_215","study2",2,1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_215","study2",3,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",4,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",5,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_215","study2",6,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",7,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",8,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",9,1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_215","study2",10,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_215","study2",11,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_215","study2",12,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",13,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",14,1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_215","study2",15,1,"other","higher_own_payoff","higher_own_payoff",2,10
"study2_215","study2",16,1,"other","higher_own_payoff","higher_own_payoff",2,10
"study2_215","study2",17,1,"other","lower_own_payoff","higher_own_payoff",1,0
"study2_215","study2",18,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_215","study2",19,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_215","study2",20,1,"other","higher_own_payoff","higher_own_payoff",2,10
"study2_215","study2",21,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_215","study2",22,1,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_215","study2",23,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_215","study2",24,1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",1,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",2,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",3,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",4,1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",5,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",6,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",7,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",8,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",9,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",10,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",11,1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",12,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",13,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",14,1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",16,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",17,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",18,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",20,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",21,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",22,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_216","study2",23,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_216","study2",24,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_217","study2",1,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_217","study2",2,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",3,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_217","study2",4,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",5,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_217","study2",6,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_217","study2",7,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_217","study2",8,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_217","study2",9,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",10,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_217","study2",11,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",12,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_217","study2",13,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_217","study2",14,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",16,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",17,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",18,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_217","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",21,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",22,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_217","study2",23,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_217","study2",24,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",1,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_218","study2",2,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_218","study2",3,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_218","study2",4,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",5,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",6,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",7,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",8,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",9,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",10,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",11,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",12,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_218","study2",13,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_218","study2",14,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",16,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",17,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",18,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",21,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",22,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",23,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_218","study2",24,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",1,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",2,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",3,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",4,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",5,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_219","study2",6,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",7,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",8,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",9,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",10,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",11,1,"other","lower_own_payoff","higher_own_payoff",1,0
"study2_219","study2",12,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",13,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",14,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",16,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",17,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",18,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",21,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",22,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",23,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_219","study2",24,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",1,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_220","study2",2,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_220","study2",3,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_220","study2",4,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",5,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",6,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",7,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_220","study2",8,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",9,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",10,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_220","study2",11,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_220","study2",12,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_220","study2",13,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_220","study2",14,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",15,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_220","study2",16,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_220","study2",17,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_220","study2",18,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",19,1,"other","lower_own_payoff","lower_own_payoff",1,0
"study2_220","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",21,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",22,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_220","study2",23,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_220","study2",24,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",1,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",2,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_221","study2",3,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_221","study2",4,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",5,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",6,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",7,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",8,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_221","study2",9,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",10,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",11,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",12,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",13,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_221","study2",14,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",16,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",17,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_221","study2",18,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",21,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_221","study2",22,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_221","study2",23,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_221","study2",24,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",1,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",2,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",3,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",4,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_223","study2",5,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",6,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",7,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_223","study2",8,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",9,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_223","study2",10,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_223","study2",11,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",12,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",13,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_223","study2",14,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_223","study2",15,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_223","study2",16,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",17,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_223","study2",18,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",21,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_223","study2",22,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_223","study2",23,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_223","study2",24,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_224","study2",1,1,"other","higher_own_payoff","lower_own_payoff",1,0
"study2_224","study2",2,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_224","study2",3,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",4,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",5,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_224","study2",6,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_224","study2",7,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",8,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",9,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_224","study2",10,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",11,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",12,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_224","study2",13,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_224","study2",14,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",16,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_224","study2",17,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_224","study2",18,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",19,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_224","study2",20,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",21,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_224","study2",22,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_224","study2",23,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_224","study2",24,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_228","study2",1,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_228","study2",2,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_228","study2",3,1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_228","study2",4,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",5,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",6,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_228","study2",7,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_228","study2",8,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",9,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",10,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_228","study2",11,1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_228","study2",12,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",13,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",14,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",16,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",17,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",18,1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_228","study2",19,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",20,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",21,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",22,1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",23,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_228","study2",24,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_229","study2",1,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_229","study2",2,1,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_229","study2",3,1,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_229","study2",4,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_229","study2",5,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_229","study2",6,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_229","study2",7,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_229","study2",8,1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_229","study2",9,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_229","study2",10,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_229","study2",11,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_229","study2",12,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_229","study2",13,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_229","study2",14,1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_229","study2",15,1,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_229","study2",16,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_229","study2",17,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_229","study2",18,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_229","study2",19,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_229","study2",20,1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_229","study2",21,1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_229","study2",22,1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_229","study2",23,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_229","study2",24,1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_230","study2",1,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_230","study2",2,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",3,1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_230","study2",4,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",5,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",6,1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_230","study2",7,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",8,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",9,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",10,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",11,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",12,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_230","study2",13,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",14,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",15,1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_230","study2",16,1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_230","study2",17,1,"self","higher_own_payoff","higher_own_payoff",1,0
